DegType	CellType	Network	OverlapCount	DegCount	IntCount	PopCount	Pvalue	OverlapGenes
All DEGs	Ex-NRGN:231	All combined	10	42	431	1668	0.677439591550782	EPN2,SCN2A,ITM2C,BMPR2,PTPRN,WASF1,NEGR1,SEC23A,ATP2B2,ST7
All DEGs	Ex-NRGN:231	Week 2	6	33	179	923	0.642573139316174	PCM1,GTF2I,PPFIA2,ITM2C,OSBPL6,ST7
All DEGs	Ex-NRGN:231	Week 3	6	40	236	1300	0.762209334863262	HACD3,POM121C,ITM2C,APP,SYT7,NEGR1
All DEGs	Ex-NRGN:231	Week 4	10	33	364	1119	0.672945277607766	EPN2,POM121C,ITM2C,PTPRA,BMPR2,WASF1,APP,RTN3,NEGR1,SEC23A
All DEGs	Ex-NRGN:231	Week 7	14	50	386	1194	0.793058596879551	SCN2A,RAB5B,MAPK8IP3,ITM2C,OSBPL6,PTPRA,BMPR2,PPIA,PTPRN,APP,NEGR1,ATP2B2,ST7,PTGES3
All DEGs	Ex-NRGN:231	CACNA1C	7	51	300	1465	0.924020909021771	SCN2A,ITM2C,PTPRA,BMPR2,PTPRN,APP,ATP2B2
All DEGs	Ex-NRGN:231	CUL3	2	16	62	312	0.86344475680584	PPIA,UCHL1
All DEGs	Ex-NRGN:231	HCN1	13	44	363	1225	0.56349738709771	PCM1,HACD3,SCN2A,RAB5B,ITM2C,OSBPL6,BMPR2,PPFIA2,RPL28,RPL4,ATP2B2,ST7,PTGES3
All DEGs	Ex-NRGN:231	RIMS1	11	26	156	641	0.0304834734209373	PCM1,ELAVL3,HACD3,PPFIA2,HNRNPDL,GRIP1,TNIK,YWHAH,RTN1,RPL4,HNRNPM
All DEGs	Ex-NRGN:231	SYNGAP1	7	34	175	917	0.480689439698693	ATP6V1A,EPN2,ITM2C,TNIK,WASF1,NEGR1,SEC23A
All DEGs	Ex-NRGN:231	TCF4	1	15	26	446	0.599832337159868	UCHL1
All DEGs	Ex-SZTR:1077	All combined	40	143	431	1668	0.301846014321755	TTYH3,ICA1,PTBP3,SGCE,RHOT1,SCN3B,IGLON5,PTPRO,SCN2A,BTBD2,HM13,RAB8B,GGA3,EPS15L1,SYT13,MIA3,OSBPL3,SMAP2,ACSL4,EPHA6,CACNA2D2,CNKSR2,NTRK3,WASF3,ATP2B3,EPHA7,HMGB1,ATP8A2,MCU,MAGI3,PPP2CB,ZNF326,CLIP1,HADHB,NEGR1,SLC43A2,PDE4DIP,SYN2,HS6ST2,CACNA1E
All DEGs	Ex-SZTR:1077	Week 2	14	94	179	923	0.906700324734207	ACSL4,JAKMIP2,RHOT1,PSMD11,AGAP3,OSBPL6,ADGRL3,MIB1,MIA3,NRP1,SYT11,PLCB4,RFTN1,PDE4DIP
All DEGs	Ex-SZTR:1077	Week 3	24	122	236	1300	0.362275354014032	ACSL4,JAKMIP2,ICA1,ROBO1,PTPRO,BTBD2,AGAP3,POM121C,KCTD16,GGA3,EPHA7,DYNLL2,ADGRL3,MIB1,MIA3,CLIP1,NRP1,HADHB,SYT11,NEGR1,SLC43A2,PRKACB,RFTN1,PDE4DIP
All DEGs	Ex-SZTR:1077	Week 4	36	87	364	1119	0.0448665900296795	PTBP3,SNPH,IGLON5,ROBO1,PTPRO,BTBD2,SRSF9,PKP4,POM121C,RNPS1,GGA3,DDX1,MIA3,FLOT1,PAICS,PDCD6IP,ACSL4,CACNA2D2,IQSEC1,CNKSR2,MSI2,WASF3,DLG4,ATP2B3,EPHA7,STX1A,LRPPRC,ZNF326,PPP2CB,CLIP1,HADHB,NEGR1,SLC43A2,RFTN1,PDE4DIP,SYN2
All DEGs	Ex-SZTR:1077	Week 7	57	131	386	1194	0.00296313509657019	TTYH3,RAB35,RET,SGCE,SNPH,SCN3B,IGLON5,PTPRO,SCN2A,BTBD2,HM13,RAB8B,RAB3C,RAB5B,GGA3,MAPK8IP3,OSBPL6,REPS1,RAB21,ADGRL3,EPS15L1,DCTN5,SYT13,MIB1,MIA3,NRP1,SYT11,FLOT1,PAICS,RRAS2,OSBPL3,SMAP2,ACSL4,JAKMIP2,EPHA6,CACNA2D2,IQSEC1,PCLO,NTRK3,DLG4,ATP2B3,EPHA7,ATP8A2,GFRA1,MCU,SRGAP2,MAGI3,RIMS2,CLIP1,HADHB,NEGR1,SLC43A2,MYH14,NF2,PDE4DIP,HS6ST2,CACNA1E
All DEGs	Ex-SZTR:1077	CACNA1C	23	124	300	1465	0.746021986529562	ICA1,PTBP3,SGCE,SCN3B,PTPRO,SCN2A,SYT13,SNRPA1,NRP1,SYT11,FLOT1,ACSL4,EPHA6,NTRK3,ATP2B3,EPHA7,DYNLL2,ATP8A2,ZNF326,HADHB,SLC43A2,PDE4DIP,HS6ST2
All DEGs	Ex-SZTR:1077	CUL3	3	33	62	312	0.977878862986871	HM13,SYT11,TUBA1A
All DEGs	Ex-SZTR:1077	HCN1	37	115	363	1225	0.298712434759798	TTYH3,RET,SGCE,KHDRBS3,RHOT1,PTPRO,SCN2A,RAB8B,RAB5B,OSBPL6,REPS1,RAB21,ADGRL3,EPS15L1,SYT13,TENM1,MIA3,SYT11,OSBPL3,SMAP2,ACSL4,JAKMIP2,EPHA6,PCLO,MARK3,ATP2B3,EPHA7,STX1A,ATP8A2,MCU,MAGI3,CLIP1,SLC43A2,MYH14,PDE4DIP,HS6ST2,CACNA1E
All DEGs	Ex-SZTR:1077	RIMS1	18	51	156	641	0.0453382790831022	PLEKHA5,IQSEC1,PCLO,ERC1,HNRNPU,KCTD16,DDX3X,ELAVL4,YWHAH,ERC2,RTN1,MIA3,PPP2CB,RIMS2,SYT11,FLOT1,LSAMP,PSMD12
All DEGs	Ex-SZTR:1077	SYNGAP1	17	89	175	917	0.545398810851441	CACNA2D2,RHOA,RAB35,IQSEC1,KHDRBS3,CNKSR2,IGLON5,WASF3,BTBD2,SRSF9,RAB3C,PKP4,DLG4,GGA3,NEGR1,FLOT1,SYN2
All DEGs	Ex-SZTR:1077	TCF4	2	32	26	446	0.572837197996198	HMGB1,NEFH
All DEGs	Ex-L2-3:611	All combined	21	56	431	1668	0.0339163016409503	PTPRN2,DDX50,DNER,BSN,PTPRS,EPHB2,CNTNAP5,PTPRG,KLHL42,CNKSR2,EPHB1,GABBR2,CLU,PLXNA2,TMCC1,EPHA7,BAIAP2,RBFOX2,UNC13A,ATP2B2,DAB2IP
All DEGs	Ex-L2-3:611	Week 2	10	38	179	923	0.183555593501547	DNER,DLG5,TMCC1,PTPRS,ADGRL3,BAIAP2,JAKMIP1,PRKAR2B,DAB2IP,RFTN1
All DEGs	Ex-L2-3:611	Week 3	14	47	236	1300	0.0330395175595147	CEP68,ROBO1,TMCC1,EPHA7,PTPRS,ADGRL3,EPHB2,BAIAP2,RBFOX2,JAKMIP1,ROBO2,RFTN1,TJP1,LZTS1
All DEGs	Ex-L2-3:611	Week 4	22	44	364	1119	0.0106443716650955	ROBO1,DDX50,PKP4,DNER,BSN,PDE4B,PTPRS,PTBP2,EPHB2,CNTNAP5,PTPRG,CNKSR2,EPHB1,GABBR2,CLU,TMCC1,EPHA7,BAIAP2,RBFOX2,UNC13A,ROBO2,RFTN1
All DEGs	Ex-L2-3:611	Week 7	20	48	386	1194	0.106261567145289	ARHGAP39,PTPRN2,DNER,GNAS,PTPRS,ADGRL3,EPHB2,JAKMIP1,CNTNAP5,PTPRG,TJP1,NTM,KLHL42,EPHB1,PLXNA2,TMCC1,EPHA7,BAIAP2,ATP2B2,ROBO2
All DEGs	Ex-L2-3:611	CACNA1C	13	46	300	1465	0.127914206372915	PTPRN2,DDX50,DNER,PTPRS,EPHB2,CNTNAP5,PTPRG,LZTS1,EPHB1,EPHA7,RBFOX2,ATP2B2,ROBO2
All DEGs	Ex-L2-3:611	CUL3	4	16	62	312	0.396573881839988	CAMK2D,GNAS,KLHL42,RALA
All DEGs	Ex-L2-3:611	HCN1	15	49	363	1225	0.49449707883054	ARHGAP39,DNER,PTPRS,ADGRL3,EPHB2,JAKMIP1,CNTNAP5,PTPRG,EPHB1,PLXNA2,TMCC1,ADD2,EPHA7,ATP2B2,DAB2IP
All DEGs	Ex-L2-3:611	RIMS1	7	26	156	641	0.453292969823025	PLEKHA5,GABBR2,CLU,BSN,PLEKHA6,CAMK2D,UNC13A
All DEGs	Ex-L2-3:611	SYNGAP1	8	30	175	917	0.196824830094162	NTM,CNKSR2,PKP4,PTPRS,BAIAP2,DNAJC6,LY6H,SYN3
All DEGs	Ex-L2-3:611	TCF4	1	12	26	446	0.518137912647056	LUC7L2
All DEGs	Ex-L4:353	All combined	13	41	431	1668	0.241128029839423	KIAA1217,PTPRS,ATP2B4,CNKSR2,GABBR2,CLU,EVL,CACNB4,TMCC1,RBFOX2,UNC13A,ATP2B2,DAB2IP
All DEGs	Ex-L4:353	Week 2	8	25	179	923	0.0916812192368134	SDK1,PLXNA4,DLG5,TMCC1,PTPRS,MIB1,PRKAR2B,DAB2IP
All DEGs	Ex-L4:353	Week 3	7	30	236	1300	0.294367009728146	PLXNA4,KIAA1549,TMCC1,PTPRS,MIB1,RBFOX2,ATP2B4
All DEGs	Ex-L4:353	Week 4	11	27	364	1119	0.234320321227697	KIAA1217,PTPRS,ATP2B4,CNKSR2,GABBR2,CLU,EVL,CACNB4,TMCC1,RBFOX2,UNC13A
All DEGs	Ex-L4:353	Week 7	7	29	386	1194	0.878104749039996	PLXNA4,PTPRS,MIB1,ATP2B4,TMCC1,ATP2B2,PTGES3
All DEGs	Ex-L4:353	CACNA1C	7	34	300	1465	0.562933110694523	PLXNA4,KIAA1549,PTPRS,ATP2B4,CACNB4,RBFOX2,ATP2B2
All DEGs	Ex-L4:353	CUL3	4	9	62	312	0.080959197405564	PLXNA4,CAMK2D,RALA,EEF1A2
All DEGs	Ex-L4:353	HCN1	8	30	363	1225	0.706418998751078	PLXNA4,PTPRS,ATP2B4,MAPK8,TMCC1,ATP2B2,DAB2IP,PTGES3
All DEGs	Ex-L4:353	RIMS1	8	19	156	641	0.0646412275669117	GABBR2,HNRNPL,CLU,GRIP1,ERC2,FXR1,CAMK2D,UNC13A
All DEGs	Ex-L4:353	SYNGAP1	6	24	175	917	0.300497432358993	CNKSR2,ENAH,EVL,KIAA1217,PTPRS,ATP2B4
All DEGs	Ex-L4:353	TCF4	0	10	26	446	1	
All DEGs	Ex-L4-5:582	All combined	28	71	431	1668	0.00712947757210026	ICA1,ARHGEF12,MED12L,GRID1,BSN,PTPRS,STRBP,ATP2B4,SCN3A,EPHA6,RUNX1T1,CNKSR2,CLU,EVL,CACNB4,TMCC1,MYO5C,ICA1L,BAIAP2,RBFOX2,CACNB2,NEGR1,FRY,UNC13A,ATP2B2,EPHA5,SCN9A,PDE4DIP
All DEGs	Ex-L4-5:582	Week 2	12	46	179	923	0.161247061693704	SDK1,MCCC2,DLG5,TMCC1,OSBPL6,PTPRS,ADGRL3,BAIAP2,PRKAR2B,EPHA5,PDE4DIP,FRY
All DEGs	Ex-L4-5:582	Week 3	19	55	236	1300	0.00225340053222356	ICA1,MCCC2,ROBO1,KCTD16,TMCC1,PTPRS,ADGRL3,APP,ICA1L,BAIAP2,RBFOX2,NEGR1,ATP2B4,SCN3A,ROBO2,EPHA5,SCN9A,TJP1,PDE4DIP
All DEGs	Ex-L4-5:582	Week 4	30	52	364	1119	0.000114376988814558	MCCC2,ARHGEF12,ROBO1,MED12L,BSN,MAPRE2,PDE4B,PTPRS,FUS,PTBP2,STRBP,ATP2B4,SCN3A,CNKSR2,CLU,EVL,CACNB4,TMCC1,APP,ICA1L,BAIAP2,RBFOX2,CACNB2,NEGR1,UNC13A,ROBO2,EPHA5,SCN9A,PDE4DIP,FRY
All DEGs	Ex-L4-5:582	Week 7	23	60	386	1194	0.188822954207471	GRID1,OSBPL6,RAPGEF4,PTPRS,ADGRL3,LRBA,ATP2B4,SCN3A,PTPRD,TJP1,EPHA6,TMCC1,APP,MYO5C,RIMS2,BAIAP2,NEGR1,FRY,ATP2B2,ROBO2,EPHA5,SCN9A,PDE4DIP
All DEGs	Ex-L4-5:582	CACNA1C	20	67	300	1465	0.040751448781844	ICA1,ARHGEF12,MED12L,GRID1,PTPRS,STRBP,ATP2B4,SCN3A,PTPRD,EPHA6,CACNB4,APP,ICA1L,RBFOX2,CACNB2,ATP2B2,ROBO2,EPHA5,SCN9A,PDE4DIP
All DEGs	Ex-L4-5:582	CUL3	1	12	62	312	0.933626966393563	EEF1A2
All DEGs	Ex-L4-5:582	HCN1	17	61	363	1225	0.669523868763238	OSBPL6,RAPGEF4,PTPRS,ADGRL3,LRBA,TENM1,ATP2B4,SCN3A,PTPRD,EPHA6,TMCC1,MYO5C,FRY,ATP2B2,EPHA5,SCN9A,PDE4DIP
All DEGs	Ex-L4-5:582	RIMS1	14	32	156	641	0.0106130073464052	PLEKHA5,MYCBP2,CLU,KCTD16,GRIP1,RAPGEF4,BSN,MAPRE2,FXR1,RIMS2,UNC13A,PTPRD,EPHA5,LSAMP
All DEGs	Ex-L4-5:582	SYNGAP1	13	41	175	917	0.0339118251851467	CNKSR2,ENAH,EVL,MAPRE2,PTPRS,NCAM2,BAIAP2,NEGR1,ATP2B4,DNAJC6,LY6H,EPHA5,SYN3
All DEGs	Ex-L4-5:582	TCF4	2	15	26	446	0.215434828520333	LUC7L2,RUNX1T1
All DEGs	Ex-L5:484	All combined	23	58	431	1668	0.0132461142538471	ICA1,EPN2,DDX50,RAB8B,BSN,RAB15,LAS1L,IQSEC2,WNK2,KLHL42,CNKSR2,NTRK3,GABBR2,CLU,EVL,CACNB4,TMCC1,ITFG1,MYO5C,MAGI3,RBFOX2,NEGR1,ATP2B2
All DEGs	Ex-L5:484	Week 2	7	40	179	923	0.685816229819177	SDK1,KALRN,DLG5,TMCC1,SLC4A8,MIB1,PLCB4
All DEGs	Ex-L5:484	Week 3	10	47	236	1300	0.342628179667784	ICA1,KALRN,ROBO1,TMCC1,APP,MIB1,RBFOX2,NEGR1,THRAP3,TJP1
All DEGs	Ex-L5:484	Week 4	21	42	364	1119	0.0125106180521667	EPN2,ROBO1,DDX50,PKP4,BSN,MAPRE2,PDE4B,FUS,LAS1L,THRAP3,IQSEC1,CNKSR2,GABBR2,CLU,EVL,CACNB4,TMCC1,ITFG1,APP,RBFOX2,NEGR1
All DEGs	Ex-L5:484	Week 7	20	46	386	1194	0.0705893290665156	RAB8B,GNAS,LRBA,MIB1,RAB15,IQSEC2,TJP1,IQSEC1,WNK2,KLHL42,RAB5A,NTRK3,TMCC1,ITFG1,APP,XKR4,MYO5C,MAGI3,NEGR1,ATP2B2
All DEGs	Ex-L5:484	CACNA1C	10	51	300	1465	0.619164313987347	ICA1,DDX50,THRAP3,NTRK3,NLGN4X,CACNB4,ITFG1,APP,RBFOX2,ATP2B2
All DEGs	Ex-L5:484	CUL3	5	17	62	312	0.232776131847068	GNAS,KLHL42,RALA,RAB15,EEF1A2
All DEGs	Ex-L5:484	HCN1	15	50	363	1225	0.531916222955842	RAB8B,MARK2,LRBA,CLASP1,TYRO3,MAPK8,IQSEC2,WNK2,RAB5A,KALRN,TMCC1,ITFG1,MYO5C,MAGI3,ATP2B2
All DEGs	Ex-L5:484	RIMS1	8	21	156	641	0.11110754102668	PLEKHA5,IQSEC1,GABBR2,CLU,GRIP1,BSN,MAPRE2,LSAMP
All DEGs	Ex-L5:484	SYNGAP1	9	34	175	917	0.182863555555668	IQSEC1,CNKSR2,EPN2,PKP4,EVL,MAPRE2,XKR4,NEGR1,LAS1L
All DEGs	Ex-L5:484	TCF4	1	15	26	446	0.599832337159868	SFPQ
All DEGs	Ex-L5-6:495	All combined	19	60	431	1668	0.182836297778685	ICA1,KIAA1217,HIP1,PTPRS,PTPRG,RUNX1T1,WNK2,CNKSR2,FMN2,CLU,CACNB4,TENM3,ITFG1,MYO5C,MCU,ICA1L,UNC13A,ATP2B2,SCN9A
All DEGs	Ex-L5-6:495	Week 2	5	28	179	923	0.659545130883322	AGAP3,DLG5,PTPRS,ADGRL3,AKAP9
All DEGs	Ex-L5-6:495	Week 3	8	36	236	1300	0.323253031843725	ICA1,GNA12,AGAP3,PTPRS,ADGRL3,ICA1L,AKAP9,SCN9A
All DEGs	Ex-L5-6:495	Week 4	12	35	364	1119	0.475181759570264	KIAA1217,PTPRS,PTPRG,CNKSR2,FMN2,CLU,CACNB4,STX1A,ITFG1,ICA1L,UNC13A,SCN9A
All DEGs	Ex-L5-6:495	Week 7	14	37	386	1194	0.28689971553531	GNAS,REPS1,HIP1,PTPRS,ADGRL3,PTPRG,WNK2,TENM3,ITFG1,MYO5C,MCU,RAB6B,ATP2B2,SCN9A
All DEGs	Ex-L5-6:495	CACNA1C	9	42	300	1465	0.500952141431678	ICA1,PTPRS,PTPRG,GNA12,CACNB4,ITFG1,ICA1L,ATP2B2,SCN9A
All DEGs	Ex-L5-6:495	CUL3	3	8	62	312	0.198079149345306	GNAS,HSP90AB1,HSP90AA1
All DEGs	Ex-L5-6:495	HCN1	13	45	363	1225	0.601594237688482	REPS1,HIP1,PTPRS,ADGRL3,PTPRG,WNK2,TENM3,STX1A,ITFG1,MYO5C,MCU,ATP2B2,SCN9A
All DEGs	Ex-L5-6:495	RIMS1	4	16	156	641	0.572718045151255	FMN2,CLU,RAB6B,UNC13A
All DEGs	Ex-L5-6:495	SYNGAP1	4	24	175	917	0.701874505004469	CNKSR2,ENAH,KIAA1217,PTPRS
All DEGs	Ex-L5-6:495	TCF4	1	9	26	446	0.420530003530497	RUNX1T1
All DEGs	Ex-L5-6CCa:598	All combined	28	64	431	1668	0.00114806477547981	ICA1,PTPRN2,WWP2,DNER,SARM1,BSN,HIP1,PTPRS,NBEA,ATP6AP1,CNNM2,SSBP4,JPH3,NAV3,MMP24,PPP2R5C,WNK2,MEF2C,CLU,EVL,TMCC1,CNNM4,RBFOX2,UNC13A,ATP2B2,ATP6V1F,EPHA5,SYN2
All DEGs	Ex-L5-6CCa:598	Week 2	9	44	179	923	0.490506853703523	MCCC2,KALRN,DNER,TMCC1,PTPRS,ADGRL3,JAKMIP1,PRKAR2B,EPHA5
All DEGs	Ex-L5-6CCa:598	Week 3	17	55	236	1300	0.0134323607993268	ICA1,CEP68,MCCC2,KALRN,MEF2C,TMEM132A,KCTD16,TMCC1,PTPRS,ADGRL3,ATP6AP1,RBFOX2,JAKMIP1,ATP6V1F,ROBO2,EPHA5,JPH3
All DEGs	Ex-L5-6CCa:598	Week 4	20	48	364	1119	0.111758616189061	MCCC2,TMEM132A,DNER,SARM1,BSN,PTPRS,ATP6AP1,CNNM2,SSBP4,NAV3,PPP2R5C,CLU,EVL,TMCC1,RBFOX2,UNC13A,ATP6V1F,ROBO2,EPHA5,SYN2
All DEGs	Ex-L5-6CCa:598	Week 7	21	48	386	1194	0.0605993608541061	PTPRN2,WWP2,DNER,HIP1,PTPRS,ADGRL3,NBEA,RAB7A,ATP6AP1,RAB10,JAKMIP1,MMP24,WNK2,TMCC1,GFRA1,CNNM4,MYH14,ATP2B2,ATP6V1F,ROBO2,EPHA5
All DEGs	Ex-L5-6CCa:598	CACNA1C	14	57	300	1465	0.264142013077969	ICA1,PTPRN2,WWP2,TMEM132A,DNER,PTPRS,JPH3,MMP24,MEF2C,RBFOX2,ATP2B2,ATP6V1F,ROBO2,EPHA5
All DEGs	Ex-L5-6CCa:598	CUL3	4	22	62	312	0.670861555301307	RAB3A,RAB7A,HSP90AB1,EEF1A2
All DEGs	Ex-L5-6CCa:598	HCN1	16	51	363	1225	0.444127195461872	WWP2,DNER,HIP1,PTPRS,ADGRL3,NBEA,JAKMIP1,MAPK8,WNK2,KALRN,TMCC1,ADD2,CNNM4,MYH14,ATP2B2,EPHA5
All DEGs	Ex-L5-6CCa:598	RIMS1	12	40	156	641	0.246037498159803	PLEKHA5,PPP2R5C,CLU,SARM1,KCTD16,BSN,CNNM2,PLEKHA6,RAB3A,UNC13A,EPHA5,LSAMP
All DEGs	Ex-L5-6CCa:598	SYNGAP1	10	41	175	917	0.241442973067774	NAV3,TMEM132A,EVL,PTPRS,ATP6AP1,SSBP4,ATP6V1F,LY6H,EPHA5,SYN2
All DEGs	Ex-L5-6CCa:598	TCF4	1	9	26	446	0.420530003530497	LUC7L2
All DEGs	Ex-L5-6CCb:1320	All combined	52	124	431	1668	3.53459094673488e-05	ICA1,MINK1,WWP2,EPN2,SCN3B,DDX50,HM13,SARM1,SLC25A25,GRID1,KIAA1217,BSN,CMIP,PTPRS,EPS15L1,CNNM2,WDR11,PPFIBP1,RAB15,JPH1,SSBP4,SCN3A,TRMT61B,PTPRG,JPH3,IQSEC2,BMPR2,MMP24,SYT5,WNK2,KLHL42,NTRK3,GABBR2,CLU,EVL,PLXNA2,CACNB4,TMCC1,CAMK2A,EPHA7,DNM2,RBMS1,MYO5C,ADAR,MAGI3,PNN,RBFOX2,SLC43A2,UNC13A,ATP2B2,EPHA5,CACNB1
All DEGs	Ex-L5-6CCb:1320	Week 2	13	71	179	923	0.645376242713718	MCCC2,DLG5,TMCC1,OSBPL6,SEC13,PTPRS,ADGRL3,JAK1,PPFIBP1,JAKMIP1,NCOA5,EPHA5,RFTN1
All DEGs	Ex-L5-6CCb:1320	Week 3	30	105	236	1300	0.0042134160467227	ICA1,CEP68,MCCC2,SYT5,GFRA2,KIAA1549,ROBO1,FBXW11,KPNA3,TMCC1,EPHA7,PTPRS,DNM2,ADGRL3,JAK1,NTRK2,PPFIBP1,RBFOX2,JAKMIP1,JPH1,SLC43A2,SCN3A,TRMT61B,ROBO2,EPHA5,THRAP3,RFTN1,JPH3,CACNB1,LZTS1
All DEGs	Ex-L5-6CCb:1320	Week 4	44	82	364	1119	3.24839035002917e-05	PPP1R7,MCCC2,GFRA2,EPN2,ROBO1,DDX50,PKP4,SARM1,KIAA1217,POM121,BSN,PDE4B,PTPRS,FUS,NTRK2,CNNM2,WDR11,PPFIBP1,SSBP4,SCN3A,TRMT61B,PTPRG,THRAP3,BMPR2,SYT5,IQSEC1,GABBR2,CLU,EVL,CACNB4,TMCC1,SEC13,EPHA7,STX1A,RBMS1,ADAR,PNN,RBFOX2,SLC43A2,UNC13A,ROBO2,EPHA5,RFTN1,CACNB1
All DEGs	Ex-L5-6CCb:1320	Week 7	48	95	386	1194	9.53866497043072e-05	ARHGAP39,MINK1,WWP2,GFRA2,SCN3B,HM13,SLC25A25,GRID1,OSBPL6,RAPGEF4,CMIP,PTPRS,ADGRL3,RAB7A,EPS15L1,BRSK1,LRBA,PPFIBP1,RAB15,JAKMIP1,SCN3A,KIF21B,TRMT61B,PTPRG,IQSEC2,PPP2R5E,BMPR2,MMP24,SYT5,IQSEC1,WNK2,KLHL42,NTRK3,PLXNA2,TMCC1,SEC13,CAMK2A,EPHA7,XKR4,JAK1,MYO5C,SRGAP2,MAGI3,SLC43A2,ATP2B2,ROBO2,EPHA5,CACNB1
All DEGs	Ex-L5-6CCb:1320	CACNA1C	39	114	300	1465	0.000255680972627984	ICA1,WWP2,KIAA1549,SCN3B,DDX50,GRID1,CMIP,PTPRS,NTRK2,WDR11,JPH1,SCN3A,TRMT61B,PTPRG,NCOA5,THRAP3,JPH3,LZTS1,BMPR2,MMP24,SYT5,NTRK3,CLSTN3,STXBP1,FBXW11,CACNB4,EPHA7,DNM2,RBMS1,JAK1,ADAR,PNN,SF3B1,RBFOX2,SLC43A2,ATP2B2,ROBO2,EPHA5,CACNB1
All DEGs	Ex-L5-6CCb:1320	CUL3	8	26	62	312	0.117926328152762	AP3B2,HM13,RAB7A,KIF21B,RPN1,KLHL42,RALA,RAB15
All DEGs	Ex-L5-6CCb:1320	HCN1	40	98	363	1225	0.00909983175314764	ARHGAP39,MINK1,WWP2,SYNGAP1,MARK2,SLC25A25,OSBPL6,RAPGEF4,CMIP,PTPRS,ADGRL3,EPS15L1,BRSK1,LRBA,TYRO3,JAKMIP1,SCN3A,PTPRG,MAPK8,IQSEC2,PPP2R5E,BMPR2,SYT5,WNK2,MPG,PLXNA2,TMCC1,SEC13,CAMK2A,ADD2,EPHA7,STX1A,JAK1,MYO5C,MAGI3,PAFAH1B1,SLC43A2,ATP2B2,EPHA5,CACNB1
All DEGs	Ex-L5-6CCb:1320	RIMS1	18	48	156	641	0.0242414418406322	IQSEC1,ELAVL2,GFRA2,GABBR2,HNRNPL,CLU,SARM1,RAPGEF4,BSN,CNNM2,VGF,PNN,NAV1,PLEKHA6,UNC13A,PPFIA1,EPHA5,LSAMP
All DEGs	Ex-L5-6CCb:1320	SYNGAP1	16	71	175	917	0.264316659762953	IQSEC1,EPN2,PKP4,EVL,KIAA1217,POM121,SEC13,PTPRS,XKR4,NTRK2,PPFIBP1,PNN,SSBP4,DNAJC6,EPHA5,SYN3
All DEGs	Ex-L5-6CCb:1320	TCF4	2	32	26	446	0.572837197996198	LUC7L2,SFPQ
All DEGs	In-Rosehip:278	All combined	14	35	431	1668	0.0452327216698232	GABBR1,PTPRS,CNNM2,EPHB2,CNTNAP5,EPHA6,GABBR2,CLU,ADCY8,MCU,SLC43A2,UNC13A,ATP2B2,KHDRBS2
All DEGs	In-Rosehip:278	Week 2	4	20	179	923	0.563371423321947	PTPRS,SLC4A8,RBMX,SOGA1
All DEGs	In-Rosehip:278	Week 3	3	25	236	1300	0.860155753327451	PTPRS,EPHB2,SLC43A2
All DEGs	In-Rosehip:278	Week 4	10	26	364	1119	0.322889075796421	GABBR1,PTPRS,CNNM2,EPHB2,CNTNAP5,GABBR2,CLU,SLC43A2,UNC13A,KHDRBS2
All DEGs	In-Rosehip:278	Week 7	10	29	386	1194	0.470963365608324	PTPRS,EPHB2,CNTNAP5,PTPRD,EPHA6,ADCY8,MCU,SLC43A2,ATP2B2,SOGA1
All DEGs	In-Rosehip:278	CACNA1C	8	28	300	1465	0.197759608270781	PTPRS,EPHB2,CNTNAP5,PTPRD,EPHA6,ADCY8,SLC43A2,ATP2B2
All DEGs	In-Rosehip:278	CUL3	3	9	62	312	0.256639125315177	HSP90AB1,TUBA1B,RALA
All DEGs	In-Rosehip:278	HCN1	11	31	363	1225	0.294132475430592	PTPRS,EPHB2,CLASP1,CNTNAP5,PTPRD,EPHA6,ADCY8,MCU,SLC43A2,ATP2B2,SOGA1
All DEGs	In-Rosehip:278	RIMS1	10	22	156	641	0.0226039167669005	GABBR1,GABBR2,HNRNPL,CLU,RBMX,ERC2,CNNM2,UNC13A,PTPRD,LSAMP
All DEGs	In-Rosehip:278	SYNGAP1	4	29	175	917	0.835595132283835	PTPRS,RBMX,KHDRBS2,SYN3
All DEGs	In-Rosehip:278	TCF4	0	8	26	446	1	
All DEGs	In-VIP:113	All combined	8	18	431	1668	0.0666157043581218	ICA1,STRBP,EPHA6,EPHB1,MEF2C,EVL,ADCY8,UNC13A
All DEGs	In-VIP:113	Week 2	0	7	179	923	1	
All DEGs	In-VIP:113	Week 3	3	10	236	1300	0.266868791262669	ICA1,MEF2C,APP
All DEGs	In-VIP:113	Week 4	5	10	364	1119	0.196004399794338	STRBP,EPHB1,EVL,APP,UNC13A
All DEGs	In-VIP:113	Week 7	5	12	386	1194	0.339435605878272	EPHA6,EPHB1,ADCY8,APP,SRPK2
All DEGs	In-VIP:113	CACNA1C	7	13	300	1465	0.00775019141336152	ICA1,STRBP,EPHA6,EPHB1,MEF2C,ADCY8,APP
All DEGs	In-VIP:113	CUL3	1	1	62	312	0.198717948717949	HSP90AA1
All DEGs	In-VIP:113	HCN1	4	11	363	1225	0.419611835594147	EPHA6,EPHB1,ADCY8,SRPK2
All DEGs	In-VIP:113	RIMS1	2	3	156	641	0.148413524569152	UNC13A,SRPK2
All DEGs	In-VIP:113	SYNGAP1	1	7	175	917	0.774116845853685	EVL
All DEGs	In-VIP:113	TCF4	1	2	26	446	0.113316874086764	SFPQ
